datetime	IKS200	IKS230	IKS231	IKS232	IKS233	IKS234	IKS235	IKS236	IKS237	IKS242
10/29/12	247.66	484.29	511.43	935.03	1,100.12	1,293.95	659.89	964.88	1,907.47	964.88
10/30/12	248.52	485.75	511.86	928.58	1,113.59	1,299.02	655.39	965.97	1,936.69	965.97
10/31/12	250.18	485.27	513.07	937.62	1,135.44	1,307.73	660.89	967.52	1,940.37	967.52
11/1/12	247.83	476.62	502.22	921.43	1,129.75	1,307.30	650.49	986.08	1,896.97	986.08
11/2/12	251.04	485.27	515.81	928.5	1,151.50	1,327.83	661.12	978.84	1,904.99	978.84
11/5/12	249.5	479.76	510.82	910.75	1,144.94	1,336.31	658.12	985.94	1,830.03	985.94
11/6/12	252.3	488.21	519.05	932.81	1,169.36	1,344.24	663.51	982.19	1,876.27	982.19
11/7/12	253.7	496.09	521.32	946.48	1,173.79	1,355.16	659.7	975.69	1,901.68	975.69
11/8/12	250.13	474.75	508.43	925.78	1,150.80	1,342.39	643.27	970.63	1,885.80	970.63
11/9/12	248.69	469.44	507.02	918.24	1,149.77	1,337.33	638.58	968.64	1,869.47	968.64
11/12/12	248.18	459.91	497.03	913.11	1,135.88	1,334.07	634.9	976.28	1,881.39	976.28
11/13/12	246.9	457.92	484.25	904.07	1,120.62	1,331.72	632.65	971.84	1,863.97	971.84
11/14/12	247.8	463.78	487.33	904.28	1,110.31	1,337.05	632.31	976.74	1,883.81	976.74
11/15/12	244.64	453.87	477.73	887.03	1,103.19	1,325.61	626.49	968.44	1,858.37	968.44
11/16/12	243.45	451.96	477.46	885.82	1,098.53	1,306.85	624.91	969.57	1,877.43	969.57
11/19/12	245.82	459.53	484.99	891.8	1,114.21	1,319.91	627.89	978.82	1,873.54	978.82
11/20/12	247.72	461.6	484.27	901.43	1,118.70	1,347.72	627.84	976.43	1,867.53	976.43
11/21/12	247.02	456.89	479.99	883.29	1,104.11	1,337.73	622.38	980.73	1,861.77	980.73
11/22/12	249.51	462.41	480.04	889.59	1,106.87	1,361.21	625.77	982.41	1,873.14	982.41
11/23/12	251.44	464.59	477.77	900.05	1,113.73	1,373.38	624.4	979.22	1,903.52	979.22
11/26/12	250.73	463.14	483.44	907.94	1,120.65	1,364.25	623.29	975.99	1,924.93	975.99
11/27/12	253.41	480.98	491.52	927.23	1,143.97	1,365.17	629.05	962.64	1,969.94	962.64
11/28/12	251.72	476.78	484.17	905.63	1,139.06	1,357.38	623.52	957.82	1,957.73	957.82
11/29/12	254.73	490.77	498.65	930.05	1,152.19	1,355.71	636.69	959.2	2,006.49	959.2
11/30/12	254.25	493.15	504.72	924.21	1,154.23	1,345.69	639.4	965.01	1,986.20	965.01
12/3/12	255.57	490.02	503.47	920.45	1,153.61	1,361.08	637.86	968.49	1,990.03	968.49
12/4/12	254.83	490.88	501.93	913.26	1,148.63	1,360.36	632.87	968.44	1,981.93	968.44
12/5/12	256.63	494.12	504.04	925.93	1,152.83	1,362.32	637.01	969.51	1,994.77	969.51
12/6/12	257.27	502.19	508.29	938.22	1,173.73	1,343.83	643.35	953.5	2,004.95	953.5
12/7/12	258.78	508.52	515.01	941.09	1,176.47	1,364.56	644.37	951.03	1,982.18	951.03
12/10/12	259.03	504.55	508.36	937.06	1,173.19	1,367.88	639.49	954.45	1,993.63	954.45
12/11/12	260.12	519.29	522.34	951.75	1,189.12	1,362.77	651.04	943.38	2,007.09	943.38
12/12/12	261.67	521.44	529.66	955.89	1,199.71	1,353.34	662.73	953.11	2,003.30	953.11
12/13/12	265.79	523.71	535.42	951.68	1,211.03	1,377.88	675.73	960.17	2,030.51	960.17
12/14/12	264.56	529.66	535.58	947.21	1,207.28	1,362.82	674.15	958.52	2,025.72	958.52
12/17/12	262.76	523.78	533.54	946.75	1,199.72	1,349.29	672.01	967.34	1,985.66	967.34
12/18/12	264.23	520.65	535.4	958.79	1,215.37	1,358.48	674.31	972.78	1,987.34	972.78
12/20/12	264.78	532.74	541.26	959.55	1,225.50	1,345.37	685.16	976.46	1,991.03	976.46
12/21/12	261.89	526.08	541.98	948.56	1,219.37	1,323.65	689.15	982.88	1,988.49	982.88
12/24/12	262.11	524.22	535.77	944.27	1,211.83	1,327.53	683.42	973.53	1,986.15	973.53
12/26/12	261.97	521.97	535.64	944.15	1,210.13	1,321.74	683.41	975.3	1,994.53	975.3
12/27/12	262.68	518.67	534.84	943.75	1,209.25	1,336.33	680.9	968.51	1,986.33	968.51
12/28/12	263.92	521.98	540.47	950.68	1,214.19	1,344.95	680.97	974.15	1,965.60	974.15
1/2/13	269.16	532.01	550.11	962.66	1,247.23	1,380.96	696.84	975.34	1,962.97	975.34
1/3/13	267.52	544.92	544.98	969.04	1,261.44	1,373.15	702.64	973.12	1,912	973.12
1/4/13	266.14	544.94	542.56	951.4	1,248.84	1,366.80	702.91	984.54	1,896.58	984.54
1/7/13	265.97	538.68	537.77	953.41	1,232.08	1,366.39	706.02	991.54	1,905.98	991.54
1/8/13	263.95	532.18	533	939.21	1,217.87	1,358.17	698.91	993.85	1,906.27	993.85
1/9/13	262.9	525.87	533.16	942.96	1,206.86	1,348.59	693.41	996.79	1,898.79	996.79
1/10/13	264.95	529.45	539.48	944.59	1,218.73	1,358.13	692.46	1,000.13	1,904.47	1,000.13
1/11/13	263.32	525.14	535.73	942.08	1,204.43	1,354.14	682.47	1,001.80	1,874.72	1,001.80
1/14/13	264.8	522.65	541.23	937.77	1,186.71	1,358.28	691.16	1,020.63	1,875.23	1,020.63
1/15/13	261.43	513.52	532.61	930.82	1,172.02	1,328.70	689.2	1,018.50	1,873.42	1,018.50
1/16/13	260.49	519.91	531.02	930.24	1,172.15	1,319.83	691.07	1,009.59	1,881.33	1,009.59
1/17/13	260.1	518.61	526.88	928.69	1,176.80	1,316.86	696.13	1,008.92	1,896.69	1,008.92
1/18/13	261.71	522.64	527.79	937.73	1,170.59	1,323.49	711.06	1,015.82	1,897.99	1,015.82
1/21/13	261.3	520.17	532.51	943.26	1,177.68	1,324.09	720.07	1,015.31	1,890.74	1,015.31
1/22/13	262.91	517	537.02	943.59	1,166.24	1,330.91	719.69	1,019.76	1,912.12	1,019.76
1/23/13	261.1	504.96	528.14	932.39	1,164.52	1,326.19	713.31	1,000.55	1,911.62	1,000.55
1/24/13	258.74	502.81	522.68	939.63	1,165.49	1,310.15	711.42	998.37	1,868.50	998.37
1/25/13	256.06	504.71	515.57	924.01	1,160.66	1,292	718.31	998.78	1,831.95	998.78
1/28/13	254.66	516.82	515.66	917.84	1,162.66	1,280.57	738.27	994.79	1,821.63	994.79
1/29/13	257.22	525.43	522.21	915.93	1,169.54	1,289.02	728.79	983.86	1,880.05	983.86
1/30/13	258.47	529.17	527.62	915.91	1,166.81	1,302.30	727.49	981.65	1,866.54	981.65
1/31/13	258.07	512.42	522.93	914.44	1,160.92	1,298.89	715.38	982.43	1,894.30	982.43
2/1/13	257.64	504.74	517.88	909.52	1,148.11	1,293.75	718.4	982.31	1,908.85	982.31
2/4/13	256.89	501.73	511.7	907.83	1,144.57	1,287.05	714.32	993.33	1,899.14	993.33
2/5/13	254.82	494.67	503.43	895.57	1,137.26	1,266.32	702.67	990.59	1,896.77	990.59
2/6/13	254.31	495.17	499.37	906.85	1,128.19	1,270.44	700.24	1,001.35	1,883.31	1,001.35
2/7/13	254	495.71	499.72	904.87	1,126.87	1,279.28	698.59	991.3	1,886.29	991.3
2/8/13	257.09	493.38	503.71	906.15	1,134.34	1,296.71	701.07	976.14	1,935.14	976.14
2/12/13	256.65	494.67	500.65	900.8	1,135.69	1,300.31	696.72	965.77	1,928.05	965.77
2/13/13	260.92	502.29	508.69	926.51	1,165.76	1,320.62	712.69	972.74	1,960.12	972.74
2/14/13	261.44	502.65	512.84	937.36	1,172.39	1,324.52	712.32	966.12	1,963.47	966.12
2/15/13	261.61	503.12	511.39	934.35	1,172.15	1,326.87	711.36	969.34	1,954.93	969.34
2/18/13	261.63	504.31	514.64	928.02	1,170.64	1,326.65	716.26	985.68	1,935.05	985.68
2/19/13	262.16	503.53	517.59	929.48	1,169.73	1,330.83	717.16	985.04	1,948.74	985.04
2/20/13	268.07	512.58	530.06	944.64	1,182.17	1,369.90	733.24	991.21	1,988.42	991.21
2/21/13	266.85	510.6	523.85	925.03	1,166.71	1,371.75	727.73	980.13	1,986.03	980.13
2/22/13	267.15	514.38	526.3	925.1	1,168.96	1,368.75	733.61	986.82	2,007.48	986.82
2/25/13	266.01	510.22	519.8	920.79	1,165.68	1,369	736.59	982.85	1,977.69	982.85
2/26/13	264.68	507.83	513.49	918.27	1,160.01	1,368.04	726.06	979.56	1,969.47	979.56
2/27/13	265.04	504.18	511.85	914.35	1,148.57	1,366.08	725.69	999.8	1,983.76	999.8
2/28/13	268.01	511.63	515.24	920.39	1,160.16	1,376.10	735.7	1,011.06	2,016.75	1,011.06
3/4/13	266.14	503.01	508.63	905.37	1,132.50	1,373.39	732.26	1,004.18	2,020.26	1,004.18
3/5/13	266.54	503.56	507.61	905.21	1,128.63	1,386.26	728.96	1,007.12	2,013.11	1,007.12
3/6/13	267.25	505.51	516.51	909.4	1,127.48	1,397.08	732.42	1,011.47	1,987.40	1,011.47
3/7/13	264.78	504.53	510.85	907.88	1,123.73	1,386.31	726.83	1,007.75	1,985.32	1,007.75
3/8/13	264.57	505.88	514.46	912.96	1,124.26	1,388.32	730.49	1,016.79	1,978.08	1,016.79
3/11/13	264.15	501.24	509.56	913.29	1,119.31	1,386.85	728.85	1,022.46	1,960.77	1,022.46
3/12/13	262.43	499.34	502.29	905.94	1,116.02	1,376.89	721.91	1,015.21	1,960.49	1,015.21
3/13/13	263.33	493.54	496.15	903.13	1,114.33	1,392.26	714.39	1,015.18	1,959.85	1,015.18
3/14/13	263.37	492.71	497.24	904.13	1,109.46	1,399.17	711.31	1,021.25	1,968.35	1,021.25
3/15/13	260.84	489.26	493.89	896.25	1,096.78	1,380.37	707.08	1,004.51	2,000.13	1,004.51
3/18/13	258.3	483.82	485.79	887.23	1,086.19	1,368.32	704.31	1,004.80	1,993.12	1,004.80
3/19/13	259.79	484.68	485.56	881.38	1,087.31	1,389.30	698.67	1,006.01	1,998.16	1,006.01
3/20/13	257.04	478.65	478.14	877.96	1,076.37	1,373.69	687.43	992.09	1,987.63	992.09
3/21/13	255.82	475.82	475.1	871.78	1,083.79	1,369.90	679.02	980.13	1,977.03	980.13
3/22/13	255.33	475.33	472.3	873.82	1,075.40	1,374.54	678.55	976.67	1,969.99	976.67
3/25/13	259.58	484.42	483.83	880.22	1,082.48	1,399.77	695.32	981.53	1,991.21	981.53
3/26/13	260.54	482.42	484.81	879.16	1,079.77	1,404.37	694.7	979.93	2,009.72	979.93
3/27/13	261.86	489.66	485.13	877.49	1,090.61	1,406.34	700.85	985.01	2,034.22	985.01
3/28/13	261.86	487.99	479.85	883.87	1,083.08	1,404.04	700.27	993.11	2,029.63	993.11
3/29/13	263.39	494.74	476.96	882.46	1,086.99	1,408.15	708.96	1,002.34	2,031.04	1,002.34
4/1/13	262.27	493.54	475.04	884.64	1,082.97	1,409.70	707.76	999.98	2,015.85	999.98
4/2/13	260.79	482.49	464.36	879.37	1,062.08	1,401.43	695.67	1,003.64	2,009.15	1,003.64
4/3/13	260.36	482.66	452.73	866.31	1,051.76	1,403.92	694.63	1,008.43	2,015.64	1,008.43
4/4/13	257.05	472.87	445.95	849.49	1,038.16	1,392.81	689.71	1,003.15	1,963.82	1,003.15
4/5/13	252.77	455.9	439.61	822.5	1,016.61	1,377.07	676.47	994.6	1,894.87	994.6
4/8/13	252.39	450.86	439.72	826.45	1,022.69	1,367.05	675.24	973.63	1,894.23	973.63
4/9/13	252.53	449.09	437.36	828.89	1,018.48	1,369.79	671.32	972.65	1,900	972.65
4/10/13	254.34	452.34	442.8	851.59	1,034.04	1,381.65	683.76	968.14	1,915.03	968.14
4/11/13	256.18	427.78	437.92	851.36	1,031.26	1,409.64	692.68	985.93	1,915.99	985.93
4/12/13	252	410.12	415.97	840.76	998.45	1,399.51	684.04	985.05	1,875.83	985.05
4/15/13	251.51	403.81	413.88	808.14	996.75	1,400.28	680.08	994.25	1,854.57	994.25
4/16/13	251.78	402.74	409.67	788.68	985.74	1,411.01	679.81	1,014.55	1,845.33	1,014.55
4/17/13	251.51	402.12	414.95	787	985.79	1,400.54	676.21	1,026.87	1,850.88	1,026.87
4/18/13	247.85	398.32	413.6	785.91	980.48	1,370.35	665.74	1,022.59	1,826.35	1,022.59
4/19/13	248.77	398.68	422.02	802.88	994.71	1,389.34	673	1,020.69	1,809.76	1,020.69
4/22/13	251.46	399.76	426.08	805.92	996.38	1,405.42	684.74	1,032.60	1,816.52	1,032.60
4/23/13	250.01	394.24	429.35	801.88	990.06	1,400.34	681.81	1,031.10	1,808.92	1,031.10
4/24/13	252	402.04	439.14	824.75	1,007.71	1,408.36	693.32	1,031.58	1,815.84	1,031.58
4/25/13	254.49	406.99	444.26	842.55	1,029.19	1,412.88	694.22	1,021.38	1,875.92	1,021.38
4/26/13	253.04	400.85	447.31	835.36	1,021.60	1,411.59	688.49	1,027.67	1,848.62	1,027.67
4/29/13	252.25	396.67	436.42	834.13	1,005.13	1,406.80	683.06	1,041.67	1,854.92	1,041.67
4/30/13	255.72	402.13	445.28	852.08	1,027.08	1,427.32	685.58	1,041.24	1,872.25	1,041.24
5/2/13	254.92	396.51	437.48	852.57	1,010.65	1,418.28	675.27	1,058.37	1,865.67	1,058.37
5/3/13	256.02	397.94	438.75	866.28	1,015.42	1,424.98	667.99	1,058.81	1,896.28	1,058.81
5/6/13	255.2	408.38	440.52	873.77	1,034.38	1,414.08	668.87	1,046.63	1,887.87	1,046.63
5/7/13	253.84	413.28	438.3	874.45	1,035.22	1,405.47	666.95	1,051.16	1,868.62	1,051.16
5/8/13	254.02	422.89	437.93	883.98	1,034.48	1,400.18	673.71	1,050.67	1,866.98	1,050.67
5/9/13	257.53	438.71	453.78	898.13	1,055.55	1,411.57	688.62	1,046.64	1,878.77	1,046.64
5/10/13	252.72	431.22	445.87	873.76	1,042.56	1,392.55	679.87	1,029.46	1,831.71	1,029.46
5/13/13	253.29	431.76	441.57	862.47	1,042.21	1,395.03	680.43	1,043.36	1,839.44	1,043.36
5/14/13	256.29	437.93	449.52	875.99	1,051.23	1,413.38	684.97	1,044.30	1,874.51	1,044.30
5/15/13	256.6	439.34	454.13	874.35	1,053.25	1,418.39	689.21	1,040.74	1,873.21	1,040.74
5/16/13	258.99	438.79	448.07	879.4	1,064.29	1,444.71	702.08	1,039.15	1,897.76	1,039.15
5/20/13	258.6	437.04	445.12	872.7	1,067.42	1,442.36	702.16	1,032.46	1,911.23	1,032.46
5/21/13	258.18	439.86	446.47	874.24	1,067.26	1,439.43	697.89	1,031.68	1,912.10	1,031.68
5/22/13	260.19	446.04	447.74	888.28	1,065.22	1,446.96	705.2	1,027	1,941.07	1,027
5/23/13	256.66	431.95	436.35	870.89	1,037.97	1,425.59	693.77	1,031.50	1,927.24	1,031.50
5/24/13	257.32	431.15	432.77	870.89	1,025.63	1,429.99	706.26	1,028.72	1,941.23	1,028.72
5/27/13	258.19	435.62	436.45	870.16	1,020.59	1,437.86	706.92	1,031.74	1,958.39	1,031.74
5/28/13	258.59	438.83	437.68	872.65	1,029.41	1,440.66	707.66	1,035.25	1,963.31	1,035.25
5/29/13	260.92	444.42	442.33	873.61	1,035.16	1,462.55	718.74	1,016.85	1,979.29	1,016.85
5/30/13	261.21	435.72	438.21	866.66	1,031.75	1,458.89	713.5	1,006.44	1,988.73	1,006.44
5/31/13	261.47	440.23	445.24	875.9	1,051.24	1,463.68	707.18	1,004	1,988.37	1,004
6/3/13	260.29	434.08	446.53	869.78	1,046.35	1,453.58	706.75	990.21	1,985.14	990.21
6/4/13	260.54	430.47	456.68	874.62	1,043.36	1,453.57	704.47	978.46	1,994.68	978.46
6/5/13	256.51	422.75	447.24	858.45	1,032.29	1,428.18	690.54	967.46	1,957.98	967.46
6/7/13	251.2	420.86	451.1	848.04	1,027.53	1,387.88	686.04	969.7	1,937.36	969.7
6/10/13	252.2	423.16	453.75	844.89	1,028.43	1,406.10	692.33	987.19	1,923.70	987.19
6/11/13	250.19	420.04	451.77	847.99	1,015.32	1,398.46	688.05	994.71	1,917.88	994.71
6/12/13	248.5	415.86	444.65	837.81	1,011.30	1,387.12	682.7	990.51	1,901.68	990.51
6/13/13	244.49	409.61	442.41	831.46	999.14	1,362.12	665.36	980.21	1,874.74	980.21
6/14/13	245.36	411.84	441.16	843.34	1,000.55	1,367.10	668.75	981.02	1,875.21	981.02
6/17/13	244.77	407.66	440.36	831.86	993.21	1,348.43	673.41	986.31	1,876.79	986.31
6/18/13	247.13	407.68	439.17	830.51	987.46	1,376.33	674.7	983.97	1,920.39	983.97
6/19/13	245.44	398.02	443.05	821.43	974.42	1,366.67	673.35	974.03	1,920.97	974.03
6/20/13	240.26	380.53	437.4	795.33	943.13	1,333.84	664.26	961.56	1,895.96	961.56
6/21/13	236.57	376.21	434.06	770.15	926.57	1,320.46	652.33	941.51	1,856.91	941.51
6/24/13	233.47	373.3	425.04	768.41	916.53	1,296.42	644.65	921.01	1,834.63	921.01
6/25/13	231.75	369.09	420.04	762.39	915.18	1,276.24	639.89	905.11	1,852.09	905.11
6/26/13	231.52	371.26	421.05	767.73	917.3	1,287.60	642.24	910.93	1,867.63	910.93
6/27/13	238.65	377.57	429.78	773.69	939.41	1,322.49	651.5	927.27	1,934.51	927.27
6/28/13	242.27	384.92	437.6	789.3	959.8	1,341.86	661.72	946.77	1,973.02	946.77
7/1/13	241.05	385.89	434.11	788.44	961.4	1,341.25	659.73	942.09	1,960.07	942.09
7/2/13	240.8	388.74	437.69	797.87	960.9	1,325.28	664.69	951.49	1,917.89	951.49
7/3/13	236.63	374.76	428.54	769.09	948.4	1,301.99	652.49	945.83	1,897.85	945.83
7/4/13	238.56	375.11	430.19	772.02	963.94	1,308.48	654.16	962.67	1,908.30	962.67
7/5/13	237.28	375.28	435.07	779.33	965.84	1,288.15	657.38	977.18	1,916.39	977.18
7/8/13	235.12	370.92	444.85	782.83	961.24	1,272.03	661.64	964.11	1,905.96	964.11
7/9/13	236.94	372.36	447.16	791.43	967.53	1,289.24	666.74	965.56	1,921.46	965.56
7/10/13	236.23	369.42	443.92	786.18	960.41	1,273.11	665.47	960.29	1,914.50	960.29
7/11/13	243.88	384.23	452.21	818.73	995.32	1,324.13	682.4	977.79	1,955.70	977.79
7/12/13	242.72	385.18	450.74	817.91	994.91	1,324.60	682.03	980.46	1,901.58	980.46
7/15/13	243.43	386.17	458.26	823.35	1,006.46	1,329.49	678.57	978	1,909.42	978
7/16/13	242.02	382.54	457.49	814.72	1,006.20	1,323.66	677.18	970.36	1,900.66	970.36
7/17/13	244.82	384.14	464.49	822.43	1,011.36	1,333.92	682.34	979.53	1,933.21	979.53
7/18/13	242.92	382.89	459.27	814.48	1,006.21	1,326.76	672.66	981.57	1,934.69	981.57
7/19/13	242.03	380.23	464.57	814.92	1,012.64	1,308.47	672.21	981.88	1,940.81	981.88
7/22/13	243.18	395.8	476.28	826.45	1,029.85	1,304.87	672.69	983.58	1,943.10	983.58
7/23/13	246.63	401.85	472.4	849.62	1,031.44	1,327.45	689.82	992.05	1,945.43	992.05
7/24/13	247.84	408.48	476.05	852.27	1,036.53	1,338.84	689.84	990.52	1,953.49	990.52
7/25/13	247.71	405.92	475.99	852.28	1,038.63	1,338.68	686.38	990.79	1,953.55	990.79
7/26/13	247.8	407.04	477.19	847.86	1,051.10	1,339.04	685.2	989.37	1,968.96	989.37
7/29/13	246.53	398.87	475.53	839.4	1,046.96	1,319.09	684.32	996.24	1,978.77	996.24
7/30/13	248.78	401.54	480.55	842.03	1,055.32	1,323.64	689.74	997.74	2,030.71	997.74
7/31/13	247.99	402.04	481.81	840.09	1,049.50	1,317.75	690.48	1,005.04	2,015.32	1,005.04
8/1/13	248.89	407.88	485.8	847.87	1,057.64	1,323.92	698.44	1,004.99	2,005.59	1,004.99
8/2/13	249.33	408.33	484.43	862.33	1,063.28	1,326.55	700.16	1,002.37	1,993.46	1,002.37
8/5/13	248.25	407.68	480.51	857.59	1,060.32	1,327.16	697.07	1,002.31	1,985.21	1,002.31
8/6/13	246.8	407.93	478.27	843.28	1,049.80	1,329.97	691.94	994.46	1,992.43	994.46
8/7/13	242.75	402.62	473.42	836.72	1,039.56	1,307.39	686	983.41	1,942.56	983.41
8/8/13	243.39	406.76	483.86	837.58	1,044.52	1,305.98	689.28	988.95	1,947.01	988.95
8/9/13	243.13	404.06	482.88	832.68	1,035.93	1,312.31	687.81	983.57	1,928.53	983.57
8/12/13	243.78	407.77	486.88	850.8	1,047.38	1,313.91	683.92	979.67	1,936.16	979.67
8/13/13	248.2	407.74	492.88	858.77	1,055.54	1,344.74	692.61	978.85	1,963.32	978.85
8/14/13	249.82	410.64	492.79	861.41	1,075.76	1,356.04	690.12	981.36	1,981.71	981.36
8/16/13	249.23	411.11	493.59	874.58	1,069.86	1,341.98	685.1	980.51	1,992.75	980.51
8/19/13	248.89	411.55	498.75	877.35	1,075.82	1,343.49	681.76	978.18	1,989.96	978.18
8/20/13	245.13	400.42	493.51	849.25	1,049.32	1,326	678.01	964.99	1,955.13	964.99
8/21/13	242.49	391.15	487.73	838.97	1,032.30	1,314.19	670.54	951.67	1,944.92	951.67
8/22/13	240.37	382.34	480.15	825.28	1,022.48	1,304.66	661.3	939.16	1,933.11	939.16
8/23/13	243.37	385.78	488.23	835.28	1,030.70	1,326.42	661.93	938.62	1,950.72	938.62
8/26/13	245.71	391.52	490.72	854.25	1,047.74	1,340.40	662.46	943.58	1,986.90	943.58
8/27/13	245.71	398.14	489.57	855.73	1,043.90	1,334.33	660.57	945.84	1,986.43	945.84
8/28/13	245.67	394.62	486.33	856.11	1,042.31	1,332.23	653.03	949.04	2,001.46	949.04
8/29/13	248.86	399.27	487.45	862.2	1,050.08	1,342.25	668.22	957.72	2,016.52	957.72
8/30/13	251.74	403.75	492.33	862.81	1,053.15	1,337.08	680.15	965.65	2,061.51	965.65
9/2/13	251.13	409.62	491.44	871.77	1,053.66	1,337.30	679.06	969.69	2,053.49	969.69
9/3/13	252.05	420.38	500.68	880.6	1,063.75	1,334.07	692.84	976.35	2,050.62	976.35
9/4/13	252.15	425.3	506.67	876.92	1,064.66	1,335.86	692.11	968.39	2,051.57	968.39
9/5/13	254.62	425.7	506.25	884.16	1,075.77	1,346.65	695	978.95	2,068.47	978.95
9/6/13	255.25	426.49	508.08	888.34	1,083.30	1,339.02	692.82	973.25	2,095.87	973.25
9/9/13	258.12	438.08	520.08	900.64	1,104	1,367.76	703.15	980.67	2,100.29	980.67
9/10/13	261.2	441.28	530.8	918.12	1,114.25	1,393.20	710.15	979.95	2,117.41	979.95
9/11/13	262.38	448.33	534.04	926.29	1,119.81	1,391.44	716.12	987.11	2,121.18	987.11
9/12/13	262.32	446.7	531.08	914.19	1,119.97	1,388.75	715.79	999.88	2,108.66	999.88
9/13/13	260.83	442.78	521.41	899.68	1,109.03	1,386.84	709.01	995.83	2,105.25	995.83
9/16/13	263.86	450.31	534.12	925.54	1,121.64	1,402.84	715.39	988.93	2,139.31	988.93
9/17/13	262.56	454.73	540.11	922.77	1,128.65	1,389.37	719.4	982.97	2,144.45	982.97
9/23/13	263.02	454.32	546.26	916.84	1,136	1,400.13	729.47	991.17	2,151.13	991.17
9/24/13	262.83	448.06	541.59	911.96	1,125.82	1,406.05	726.28	989.97	2,148.59	989.97
9/25/13	261.45	447.21	536.23	902.82	1,121.15	1,405.37	718.65	991.79	2,132.31	991.79
9/26/13	262.68	446.59	541.65	918.04	1,131.85	1,418.67	721.55	992.74	2,124.94	992.74
9/27/13	262.94	442.66	552.75	919.4	1,134.28	1,415.79	720.13	994.22	2,138.65	994.22
9/30/13	260.91	437.08	543.57	908.48	1,116.44	1,407.27	712.36	996.86	2,111.53	996.86
10/1/13	261.48	436.68	538.07	891.5	1,110.35	1,407	715.49	996.85	2,132.54	996.85
10/2/13	261.87	431.37	540.24	884.21	1,107.78	1,417.51	716.56	993.86	2,086.44	993.86
10/4/13	261.78	427.51	529.3	889.11	1,098.54	1,414.32	721.16	997.12	2,096.29	997.12
10/7/13	261.85	427.32	526.83	878.08	1,091.34	1,422.18	719.94	992.84	2,083.35	992.84
10/8/13	263.14	432.73	543.26	884.26	1,111.59	1,429.69	719.13	986.49	2,105.05	986.49
10/10/13	262.9	426.9	540.34	877.91	1,106.16	1,436.94	709.2	979.35	2,133.60	979.35
10/11/13	266.35	436.82	547.49	889.11	1,128.44	1,454.40	729.26	984.45	2,148.63	984.45
10/14/13	265.81	431.19	546.07	882.29	1,143.26	1,452.13	729.22	982.15	2,130.71	982.15
10/15/13	269.02	435.71	555.87	885.93	1,156.50	1,478.82	737.29	986.42	2,156.56	986.42
10/16/13	268.25	429.46	552.26	884.03	1,157.66	1,455.30	744.62	985.21	2,157.67	985.21
10/17/13	269.59	428.57	562.34	891.53	1,169.32	1,468.13	753.81	968.57	2,158.67	968.57
10/18/13	271.24	430.96	558.6	905.7	1,170.73	1,494.85	765.78	977.83	2,144.59	977.83
10/21/13	271.22	426.3	548.27	902.53	1,170.95	1,498.44	764.36	988.03	2,155.78	988.03
10/22/13	271.11	430.44	553.22	911.51	1,167.94	1,485.77	758.58	994.34	2,171.07	994.34
10/23/13	268.03	423.56	539.52	909.57	1,148.70	1,458.34	746.21	997.75	2,152.85	997.75
10/24/13	269.36	425.4	554.83	917.73	1,156.37	1,466.45	753.42	1,004.36	2,136.88	1,004.36
10/25/13	267.51	421.57	538.46	909.29	1,131.06	1,442.51	745.62	1,000.47	2,158.45	1,000.47
10/28/13	269.74	422.32	532.76	907.48	1,126.35	1,468.50	747.41	999.69	2,179.29	999.69
10/29/13	270.28	423.58	535.98	911.4	1,140.49	1,458.54	749.1	1,000.92	2,178.03	1,000.92
10/30/13	271.44	428.86	535.61	913.92	1,147.58	1,475.92	757.33	998.55	2,169.12	998.55
10/31/13	266.91	419.32	519.06	904.21	1,130.22	1,438.10	747.22	997.82	2,142.66	997.82
11/1/13	268.63	416.74	517.15	907.53	1,125.78	1,462.32	745.46	997.14	2,144.66	997.14
11/4/13	266.59	411.19	521.59	900.34	1,109.60	1,451.93	729.4	990.6	2,129.68	990.6
11/5/13	264.96	404.86	516.33	895.65	1,102.85	1,444.67	728.29	980.51	2,124.74	980.51
11/6/13	264.62	404.26	531.67	904.57	1,106.21	1,427.30	728.08	979.43	2,154.12	979.43
11/7/13	263.34	400.74	528.23	898.07	1,098.82	1,420.06	723.06	976.21	2,155.59	976.21
11/8/13	260.53	397.09	532.67	885.44	1,090.78	1,392.95	718.53	971.02	2,137.60	971.02
11/11/13	260.15	393.32	522.7	875.2	1,084.21	1,391.44	716.86	963.46	2,132.26	963.46
11/12/13	262.81	393.44	529.76	883.75	1,093.05	1,423.99	720.07	968.49	2,125.76	968.49
11/13/13	258.04	387.35	511.68	863.99	1,074.21	1,397.88	705.66	967.91	2,093.90	967.91
11/14/13	258.44	384.3	513.45	864.14	1,066.38	1,418.91	700.88	969.26	2,092.91	969.26
11/15/13	264.2	392.76	535.65	882.01	1,089.97	1,446.75	726.49	974.23	2,128.04	974.23
11/18/13	265.03	392.21	531.16	881.74	1,095.23	1,452.21	723.19	973.97	2,143.88	973.97
11/19/13	267.81	395.98	536.94	876.92	1,112.79	1,448.83	733.41	984.42	2,187.87	984.42
11/20/13	265.62	388.69	536.21	877.49	1,106.51	1,441	725.8	983.08	2,160.27	983.08
11/21/13	262.2	379.79	529.61	862.77	1,091.08	1,422.55	717.91	973.86	2,148.57	973.86
11/22/13	263.86	382.17	525.74	864.96	1,102.39	1,441.97	722.24	984.05	2,149.07	984.05
