datetime	IKS200	IKS230	IKS231	IKS232	IKS233	IKS234	IKS235	IKS236	IKS237	IKS242
1/2/08	235.3	1,000	1,000	1,000	1,000	1,000	1,000	1,000	1,000	1,000
1/3/08	234.67	1,013.72	1,000.49	1,011.58	978.86	1,002.38	988.27	999.01	1,009.27	999.01
1/4/08	235.77	1,061.13	1,002.67	1,024.98	980.43	1,010.12	980.25	1,005.04	1,007.09	1,005.04
1/7/08	231	1,048.71	978.36	1,006.35	954.4	984.68	970.63	992.02	991.26	992.02
1/8/08	230.34	1,040.18	961.78	987.27	980.57	987.68	958.58	995.38	994.28	995.38
1/9/08	232.53	1,054.47	967.89	1,002.06	1,000.08	991.43	963.32	1,006.39	999.25	1,006.39
1/10/08	229.47	1,031.09	966.98	993.38	981.59	982.6	942.5	994.93	981.6	994.93
1/11/08	224.41	999.71	923.55	970.53	953.69	967.02	922.12	981.04	952.29	981.04
1/14/08	222.81	987.46	885.05	964.54	943.87	958.44	916.59	984.62	943.46	984.62
1/15/08	220.91	962.5	855.95	939.34	928.35	962.74	910.84	979.39	917.21	979.39
1/16/08	215.87	940.46	840.47	911.82	877.09	935.18	901.31	960.72	902.73	960.72
1/17/08	218.83	916.2	843.59	908.74	871.84	964.04	936.56	968.54	908.31	968.54
1/18/08	219.87	910.78	845.21	901.74	870.61	973.51	958.61	969.25	922.43	969.25
1/21/08	213.6	837.57	786.68	883.19	822.12	948.58	940	956.22	909.74	956.22
1/22/08	204.55	777.17	744.57	836.05	770.89	919.94	897.26	931.24	884.17	931.24
1/23/08	207.23	789.9	762.77	862.98	771.22	936.03	902.37	934.55	897.86	934.55
1/24/08	211.2	823.14	804.78	875.32	809.2	965	909.82	923.68	912.54	923.68
1/25/08	215.06	858.36	835.18	909.93	835.76	977.27	901.67	936.32	929.51	936.32
1/28/08	206.52	811.9	785.97	871.9	780.46	936.04	865.29	926.63	900.93	926.63
1/29/08	208.8	796.15	761.96	881.23	772.49	959.1	879.4	946.36	914.47	946.36
1/30/08	203.5	727.08	689.05	851.05	729.16	949.93	860.14	946.02	893.8	946.02
1/31/08	207.77	742.93	710.71	851.63	761.48	960.88	877	952.05	898.6	952.05
2/1/08	209.08	757.46	741.37	863.41	788.75	952.5	881.02	951.88	897.97	951.88
2/4/08	216.23	832.4	796.58	908.11	829.49	983.26	897.9	949.32	913.35	949.32
2/5/08	216.91	853.95	808.02	900.58	828.5	994.98	904.68	948.69	917.72	948.69
2/11/08	208.92	814.75	780.45	872.65	794.06	966.06	863.49	924.85	895.06	924.85
2/12/08	209.01	821.45	796.63	882.19	792.29	968.85	857.88	922.29	894.98	922.29
2/13/08	207.56	807.58	802.67	873.12	782.41	965.07	845.81	917.23	878.65	917.23
2/14/08	216.2	860.79	842.08	904.99	848.84	1,002.17	880.43	935.68	905.68	935.68
2/15/08	215.38	875.73	859.37	907.58	855.33	1,003.95	863.01	916.48	905.88	916.48
2/18/08	215.46	897.12	859.07	908.81	864.45	992.68	868.79	916.28	905.13	916.28
2/19/08	218.37	915.34	882.84	914.75	879.5	1,004.60	881.85	919.27	911.32	919.27
2/20/08	213.84	898.53	853.27	900.71	856.4	981.9	860.42	908.88	897.92	908.88
2/21/08	216.38	911.87	846.76	906.96	874.83	1,000.43	873.79	920.17	897.48	920.17
2/22/08	213.73	907.9	838.59	890.45	861.53	996.6	861.96	910.93	891.29	910.93
2/25/08	217.07	915.3	852.8	915.71	873.84	1,011.05	879.15	925.8	895.36	925.8
2/26/08	217.22	909.3	849.85	930.52	902.46	1,002.06	881.55	917.73	881.8	917.73
2/27/08	218.87	914.06	864.03	931.43	908.23	1,017.80	880.69	914.33	891.98	914.33
2/28/08	220.59	930.88	883.78	939.73	922.33	1,029.99	883.89	908.99	900.57	908.99
2/29/08	216.85	923.86	871.79	927.75	914.17	1,009.81	866.27	901.07	889.96	901.07
3/3/08	211.73	889.93	842.66	907.28	886.68	983.38	850.78	887.64	873.82	887.64
3/4/08	212.14	885.22	852.93	914.85	887.75	1,001.65	836.83	890.12	870.31	890.12
3/5/08	212.14	875.74	852.6	917.4	873.11	1,026.76	827	887.58	869.05	887.58
3/6/08	214.92	889.39	872.3	935.97	873.55	1,046.05	841.36	895.06	881.84	895.06
3/7/08	210.57	855.59	843.35	920.73	860.81	1,032.62	822.85	878.65	870.3	878.65
3/10/08	206.29	812.12	793.95	895.91	828.18	1,016.57	810.55	875.11	858.81	875.11
3/11/08	208.06	828.49	803.63	872.24	843.31	1,044.51	816.67	879.52	881.56	879.52
3/12/08	210.49	843.24	810.48	882.9	844.9	1,052.04	836.29	884.63	888.54	884.63
3/13/08	204.42	819.9	772.78	857.37	819.19	1,018.62	820.72	862.03	874.93	862.03
3/14/08	202.63	795.29	748.86	830.2	797.83	1,026.79	817.01	865.73	891.67	865.73
3/17/08	199.68	756.18	731.37	813.15	780.13	1,031.36	792.91	857.52	888.77	857.52
3/18/08	201.79	751.45	744.63	830.73	794.45	1,052.12	774.96	865.69	898.13	865.69
3/19/08	206.48	790.3	773.08	847.36	811.94	1,073.29	784.74	870.62	907.88	870.62
3/20/08	206.62	787.01	771.34	823.96	812.78	1,085.92	781.93	868.9	918.15	868.9
3/21/08	209.69	823.42	786.43	832.71	816.46	1,082.45	820.17	871.18	922.61	871.18
3/24/08	211	838.67	800.09	840.81	830.22	1,072.93	839.65	866.48	925.27	866.48
3/25/08	213.73	868.63	816.05	853.3	806.38	1,074.12	858.05	874.81	935.5	874.81
3/26/08	214.41	875.48	825.64	855.91	809.54	1,074.01	856.63	877.31	941.36	877.31
3/27/08	213.85	864.01	820.66	846.35	813.47	1,084.13	852.7	877.22	952.38	877.22
3/28/08	217.22	891.59	834.26	852.38	823.41	1,115.93	862.11	886.7	970.01	886.7
3/31/08	217.65	890.06	837.07	853.53	826.22	1,121.05	855.79	888.69	968.45	888.69
4/1/08	217.81	873.05	831.21	849.65	810.27	1,129.48	875.36	881.06	965.78	881.06
4/2/08	223.76	885.99	843.01	856.49	815.64	1,153.61	941.7	887.11	981	887.11
4/3/08	226.99	893.68	866.12	887.61	833.71	1,165.49	950.9	891.28	982.36	891.28
4/4/08	226.95	900.33	887.93	901.49	847.26	1,157.15	940.1	890.71	973.28	890.71
4/7/08	227.79	910.4	907.08	910.13	859.77	1,156.25	924.3	904.72	980.82	904.72
4/8/08	225.1	894.74	893.79	896.43	857.27	1,142.93	912.31	900.63	968.65	900.63
4/10/08	226.44	894.44	874.04	900.62	858.88	1,156.84	929.31	907.84	986.25	907.84
4/11/08	228.8	887.09	876.16	897.73	863.19	1,173.21	939.64	911.4	1,003.88	911.4
4/14/08	224.54	845.67	845.41	860.1	845.68	1,156.88	930.19	904.46	1,003.16	904.46
4/15/08	223.51	851.99	840.87	861.11	848.32	1,124.55	941.66	912.58	1,000.60	912.58
4/16/08	225.36	868.62	852.86	870.86	881.15	1,126.38	946.78	921.83	1,005.58	921.83
4/17/08	226.98	866.49	850.5	878.84	892.34	1,143.41	958.76	923.13	1,015.71	923.13
4/18/08	227.25	865.15	834	888.97	902.58	1,168.01	946.5	917.12	1,026.51	917.12
4/21/08	231.11	888.19	868.5	905.36	910.5	1,201.80	950.27	915.24	1,050.52	915.24
4/22/08	229.22	885.57	871.61	897.23	898.81	1,192.19	928.47	913.54	1,031	913.54
4/23/08	230.56	892.83	897.9	931.24	919.32	1,173.49	935.08	925.53	1,022.94	925.53
4/24/08	230.77	873.81	895.55	930.69	916.02	1,177	940.31	930.67	1,009.10	930.67
4/25/08	234.56	860.01	896.39	929.9	912.33	1,205.84	968.19	945.25	1,032.78	945.25
4/28/08	234.97	855.85	885.04	918.11	895.01	1,210.26	977.88	939.28	1,033.58	939.28
4/29/08	233.24	846.32	856.94	918.56	889.67	1,205.82	972.45	937.38	1,033.89	937.38
4/30/08	235	842.95	860.84	926.43	903.79	1,219.76	979.25	945.98	1,046.55	945.98
5/2/08	238.18	846.59	888.17	931.21	907.34	1,231.21	999.26	951.98	1,056.74	951.98
5/6/08	239.53	830.37	894.42	962.52	905.53	1,258.23	980.78	958.73	1,057.51	958.73
5/7/08	238.66	827.63	891.52	963.66	897.24	1,250.40	973.02	953.68	1,064.15	953.68
5/8/08	237.37	825.6	890.81	982.12	897.96	1,256.22	946.47	945.29	1,063.41	945.29
5/9/08	233.98	808.55	897.58	978.61	878.69	1,220.07	931.45	934.4	1,042.43	934.4
5/13/08	237.02	820.06	880.67	1,005.24	881.83	1,245.98	938.5	942.33	1,052.78	942.33
5/14/08	237.04	815.92	880.59	1,014.63	890.84	1,253.62	937.36	933.85	1,052.25	933.85
5/15/08	243.11	841.02	895.31	1,044.01	905.34	1,301.76	952.93	946.88	1,073.71	946.88
5/16/08	243.54	853.1	920.85	1,048.83	905.25	1,272.88	952.77	956.76	1,070.79	956.76
5/19/08	242.67	854.44	960.51	1,054.69	924.16	1,229.55	953.53	960.35	1,064.05	960.35
5/20/08	240.62	857.3	958.64	1,046.38	935.07	1,215.31	941.02	950.73	1,053.17	950.73
5/21/08	237.15	839.23	945.75	1,007.85	928.01	1,220.33	910.94	943.72	1,038.62	943.72
5/22/08	235.31	828.19	940.06	997.78	920.63	1,218.44	902.31	933.5	1,035.84	933.5
5/23/08	234.14	830.87	923.06	1,006.69	916.47	1,197.90	906.71	929.99	1,029.56	929.99
5/26/08	230.43	835.43	899.62	993.33	902.9	1,164.68	903.54	922.74	1,013.79	922.74
5/27/08	233.97	847.2	908.65	1,000.12	934.73	1,181.85	908.82	937.82	1,014.80	937.82
5/28/08	231.17	841.48	906.77	972.2	910.74	1,160.94	900.45	935.3	1,004.76	935.3
5/29/08	236.39	848.83	923.56	987.77	922.73	1,202.55	910.19	941.91	1,026.98	941.91
5/30/08	237.46	839.91	918.95	982.75	927.8	1,230.53	913.34	939.95	1,037.22	939.95
6/2/08	236.78	829.75	946.66	992.5	918.58	1,216.85	907	935.62	1,031.71	935.62
6/3/08	233.14	809.94	945.03	993.15	904.57	1,181.41	893.57	925.23	1,005.60	925.23
6/4/08	235.09	813.96	948.73	1,009.61	912.27	1,194.74	897.3	933.87	1,014.16	933.87
6/5/08	234.76	817.54	942.98	1,005.93	900.74	1,196.81	904.97	932.1	1,014.81	932.1
6/9/08	231.35	828.48	921.27	1,000.87	898.58	1,174.68	880.47	918.83	1,010.13	918.83
6/10/08	226.56	806.26	885.67	1,000.06	879.05	1,149.73	864.75	904.79	989.25	904.79
6/11/08	227.42	808.25	875.29	990.45	882.8	1,173.90	864.35	901.34	994.45	901.34
6/12/08	221.17	787.06	832.55	950.04	869.41	1,145.72	849.74	883.26	970.82	883.26
6/13/08	222.79	785.74	819.2	948.16	867.63	1,154.68	863.99	900.12	984.58	900.12
6/16/08	224.91	771.13	813.99	960.12	870.68	1,165.54	880.77	905.99	990.6	905.99
6/17/08	223.66	742.18	815.13	954.24	857.52	1,152.99	882.27	908.78	982.87	908.78
6/18/08	226.6	754.78	839.94	966.06	874.4	1,161.29	887.98	914.57	997.77	914.57
6/19/08	222.03	746.37	832.15	960.88	868.33	1,121.66	866.83	902.95	980.32	902.95
6/20/08	220.57	742.6	831.32	964.13	858.08	1,111.57	857.4	900.76	974.14	900.76
6/23/08	218.51	743.54	829.72	951.36	849.15	1,099.83	850.75	897.01	963.8	897.01
6/24/08	217.97	741.49	820.5	944.5	850.28	1,096.37	850.61	898.79	965.53	898.79
6/25/08	218.95	732.5	816.7	953.85	849.34	1,097.39	866.52	908.55	968.91	908.55
6/26/08	219.12	723.19	815.65	958.74	847.9	1,095.81	863.01	911.71	964.05	911.71
6/27/08	214.59	705.85	802.45	944.94	832.5	1,064.12	847.01	903.08	936.15	903.08
6/30/08	213.52	702.38	797.37	953.06	830.94	1,045.05	848.1	904.45	927.34	904.45
7/1/08	213.02	685.53	780.93	945.01	831.34	1,041.88	846.83	900.47	932.16	900.47
7/2/08	207.96	652.76	753.72	902.52	799.32	1,008.88	835.9	892.91	918.09	892.91
7/3/08	205.71	647.4	747.72	879.91	779.29	1,016.77	831.14	887.47	904.22	887.47
7/4/08	201.74	630.24	740.5	860.46	760.48	991.18	804.21	882.46	903.14	882.46
7/7/08	202.34	611.74	747.6	868.08	761.63	996.75	805.5	893.46	898.87	893.46
7/8/08	196.52	581.12	732.6	850.77	739.75	968.01	768.45	881.18	871.84	881.18
7/9/08	194.61	571.86	738.35	852.19	737.84	948.14	768.05	869.09	863.24	869.09
7/10/08	196.34	619.43	750.31	885.17	762.07	924.34	784.8	864.81	863.22	864.81
7/11/08	200.12	634.22	769.63	910.69	782.27	949.18	801.7	863.09	884.28	863.09
7/14/08	199.12	623.09	772.65	915.69	777.05	945.75	794.11	850.31	877.2	850.31
7/15/08	193.01	578.56	753.15	886.46	761.19	908.52	766.87	835.49	846.4	835.49
7/16/08	192.48	564.62	759.29	887.16	771.02	915.47	736.36	834.74	849.52	834.74
7/17/08	194.89	569.96	768.89	898.51	768.91	939.3	741.32	838.72	859.21	838.72
7/18/08	192.86	571.17	749.67	871.64	759.48	934.35	743.18	831.72	856.65	831.72
7/21/08	200	613.49	770.77	892.74	786.27	967.59	784.18	854.73	883.87	854.73
7/22/08	199.77	612.88	775.8	888.8	789.6	954.78	787.55	856.68	887.16	856.68
7/23/08	203.64	647.03	803.29	906.3	802.77	956.31	814.88	867.44	906.59	867.44
7/24/08	208.34	669.16	832.1	916.74	816.35	985.35	823.7	877.73	923.4	877.73
7/25/08	204.27	666.32	823.86	894.03	812.23	953.77	812.02	877.72	914.6	877.72
7/28/08	203.97	673.82	824.46	904.27	822.63	936.29	806.97	881.94	924.44	881.94
7/29/08	199.9	658.88	816.64	885.61	817.64	899.43	784.15	874	910.39	874
7/30/08	201.82	660.21	784.87	911.2	822.99	903.7	804.75	882.71	919.15	882.71
7/31/08	204.12	657.89	784.67	933.29	828.57	920.66	810.71	886.35	927.16	886.35
8/1/08	201.43	611.7	770.61	921.64	815.04	920.24	802.77	878.33	914.44	878.33
8/4/08	197.56	595.7	707.4	894.86	801.63	907.79	797.29	873.44	902.99	873.44
8/5/08	196.44	585.97	688	852.08	779.81	904.1	808.6	890.69	905.99	890.69
8/6/08	202.28	616.43	707.22	865.44	795.88	937.94	839.58	909.67	928.1	909.67
8/7/08	200.31	610.5	700.31	848.32	793.85	932.25	830.64	902.77	918.04	902.77
8/8/08	200.76	623.58	699.63	853.27	796.74	939.15	835.23	896.95	922.46	896.95
8/11/08	202.42	640.67	706.06	820.88	786.36	965.38	847.2	903.52	935.95	903.52
8/12/08	202.12	640.78	714.86	820.93	777.6	980.66	836.1	889.93	932.92	889.93
8/13/08	200.26	632.89	705.55	813.37	773.24	968.16	832.53	883.58	927.85	883.58
8/14/08	201.5	636.68	715.01	830.11	778.38	973.19	839.51	884.61	928.96	884.61
8/18/08	200.97	655.25	708.26	820.85	776.93	960.06	837.81	885.8	929.64	885.8
8/19/08	197.56	641.55	696.01	807.69	768.25	939.25	824.74	879.16	915.62	879.16
8/20/08	197.35	642.61	685	817.02	772.1	934.23	823.77	883.16	911.94	883.16
8/21/08	193.85	610.89	653.19	813.17	759.54	911.18	811.45	881.67	896.41	881.67
8/22/08	192.04	590.88	648.71	806.21	749.74	899.74	791.06	880.66	895.2	880.66
8/25/08	192.99	591.63	654.77	800.82	745.81	903.79	799.1	887.7	904.2	887.7
8/26/08	191.36	584.38	645.14	797.98	739.68	886.83	798.45	890.54	909.25	890.54
8/27/08	191.6	582.96	636.05	803.02	740.37	878.78	810.81	903.01	901.89	903.01
8/28/08	188.75	565.86	630.33	784.34	731.86	863.14	800.41	895.53	882.21	895.53
8/29/08	188.96	536.96	625.39	789.56	726.16	859.3	813.39	902.05	890.05	902.05
9/1/08	182.13	501.73	575.01	758.15	693.55	803.44	779.76	893.7	863.49	893.7
9/2/08	182.41	501.11	565.44	751.18	677.92	798.06	773.83	916.51	857.89	916.51
9/3/08	184.36	534.07	591.35	765.67	688.82	830.1	767.48	903.86	867.66	903.86
9/4/08	183.57	537.61	599.13	748.89	692.46	820.17	782.29	892.87	873.07	892.87
9/5/08	180.49	531.22	576.95	735.33	676.16	810.16	768.94	881.53	856.65	881.53
9/8/08	189.97	586.28	621.66	767.77	713.19	862.99	831.5	883.36	890.13	883.36
9/9/08	186.99	573.64	605.89	752.18	708.17	842.84	823.63	873.69	883.01	873.69
9/10/08	188.5	583.14	612.64	750.57	713.37	856.64	830.57	888.23	882.66	888.23
9/11/08	185.27	581.85	608.31	739.09	705.17	848.71	800.09	868.97	867.84	868.97
9/12/08	189.9	598.71	632.95	770.51	732.08	867.79	820.28	881.31	881.25	881.31
9/16/08	179	540.41	579.68	723.27	681.14	803.91	764.52	868.3	833.74	868.3
9/17/08	183.54	566.43	615.92	749	706.61	835.26	774.88	873.84	854.59	873.84
9/18/08	179.25	561.35	606.71	744.26	700.43	824.06	725.42	856.72	837.44	856.72
9/19/08	188.31	595.44	652.68	791.6	738.33	885.16	739.84	869.79	869.84	869.79
9/22/08	189.16	610.98	648.4	796.3	746.48	881.69	754.67	853.83	874.49	853.83
9/23/08	191.58	618.14	660.68	804	762.66	896.46	767.81	856.81	886.48	856.81
9/24/08	193.18	632.82	671.5	800.88	779.19	909.19	762.19	868.15	897.55	868.15
9/25/08	193.87	627.82	679.18	800.6	782.14	915.98	762.89	871.66	900.37	871.66
9/26/08	190.6	606.66	664.89	789.33	765.21	894.6	748.55	872.19	886.51	872.19
9/29/08	188.1	596.4	643.41	771.57	749.76	883.43	736.42	878.85	881.38	878.85
9/30/08	186.62	589.68	634.22	761.59	744.49	882.84	729.63	871.92	886.36	871.92
10/1/08	185.52	579.77	623.97	754	734.61	878.58	731.55	877.57	880.53	877.57
10/2/08	182.7	558.42	607.08	721.75	717.74	868.25	727.8	876.99	875.78	876.99
10/6/08	175.03	514.55	564.93	667.73	678.35	836.3	703.2	859.59	845.51	859.59
10/7/08	176.46	525.42	569	662.94	672.09	849.68	709.66	857.08	853.01	857.08
10/8/08	167.16	473.95	510.71	597.86	613.62	806.88	672.68	835.69	811.27	835.69
10/9/08	168.86	495.53	508.98	600.4	612.24	825	683.36	829.34	810.85	829.34
10/10/08	162.05	473.44	478.04	574.16	604.9	798.8	658.33	781.51	777.41	781.51
10/13/08	167.91	497.45	507.39	623.34	633.44	817.63	697.65	804.19	785.07	804.19
10/14/08	178.15	538.4	564.77	660.32	669.13	873.19	744.03	836.2	817.62	836.2
10/15/08	174.28	517.82	545.76	630	661.79	856.68	727.38	837.36	817.05	837.36
10/16/08	157.63	445.73	478.95	549.77	598.86	777.61	637.92	817.81	731.49	817.81
10/17/08	153.06	408.29	455.94	543.01	581.54	772.5	591.73	809.56	710.51	809.56
10/20/08	157.51	428.04	451.62	569.05	585.77	794.38	607.32	821.98	749.66	821.98
10/21/08	155.8	430.11	444.73	559.51	583.09	783.29	607.71	806.12	735.92	806.12
10/22/08	148.13	396.01	411.48	512.17	546.83	744.47	587.32	790.02	673.99	790.02
10/23/08	137.47	349.13	381.13	455.44	499.56	678.81	550.64	742.8	639	742.8
10/24/08	123.27	305.97	330.41	396.18	436.89	581.85	526.54	692.81	570.44	692.81
10/27/08	125.93	302.82	317.78	389.36	429.5	593.57	552.89	687.98	575.5	687.98
10/28/08	132.42	335.01	341.08	428.05	467.32	651.89	551.42	673.08	622.95	673.08
10/29/08	128.68	307.77	335.53	425.08	447.45	658.56	478.97	668.05	610.56	668.05
10/30/08	144.42	353.2	378.95	486.23	508.84	749.29	532.2	723.71	685.69	723.71
10/31/08	147.5	391.42	417.28	526.93	552.39	751.6	513.76	750.54	676.42	750.54
11/3/08	148.81	387.82	442.84	537.21	567.73	751.93	535.34	755.95	678.15	755.95
11/4/08	151.63	407.12	447.13	535.71	573.56	756.35	576.56	781.74	682.11	781.74
11/5/08	154.93	417.4	457.16	564.1	583.69	763.6	597.82	799.28	693.33	799.28
11/6/08	143.37	361.59	399.93	504.62	533.76	719.79	531.23	784.6	645.5	784.6
11/7/08	148.44	384.81	437.59	524.18	555.64	747.18	560.91	785.65	685.83	785.65
11/10/08	150.84	412.5	462.81	570.66	578.44	740.96	564.2	790.18	679.23	790.18
11/11/08	147.67	408.56	441.57	551.58	570.87	717.34	549.45	789.81	664.81	789.81
11/12/08	147.27	398.01	436.97	542.47	564.92	719.61	531.37	801.87	667.17	801.87
11/13/08	142.7	375.62	421.32	512.38	536.33	687.75	502.81	809.14	660.84	809.14
11/14/08	142.26	387.89	430.07	512.1	541.03	683.06	502.77	797.04	660.36	797.04
11/17/08	140.57	389.13	429.48	501.32	537.08	660.14	513.04	787.39	653.23	787.39
11/18/08	134.88	364.75	416.39	478.29	512.72	630.26	488.43	767.06	619.56	767.06
11/19/08	132.33	353.03	407.59	458.64	489.41	628.18	474.64	758.47	598.84	758.47
11/20/08	123.54	306.12	370.57	423.98	451.14	588.54	423.86	739.04	555.85	739.04
11/21/08	130.76	328.26	409.5	459.58	491.02	633.52	445.34	746.47	597.64	746.47
11/24/08	126.02	301.24	397.47	447.15	472.68	608.57	418.12	733.25	553.07	733.25
11/25/08	128.01	294.1	407.25	464.96	481.63	615.9	424.78	749	528.94	749
11/26/08	134.5	318.25	419.61	481.49	501.4	634.25	474.52	774.08	553.69	774.08
11/27/08	139.17	348.26	432.48	508.2	528.34	656.49	496.24	773.52	580.39	773.52
11/28/08	140.66	358.64	424.4	511.36	539.82	667.09	506.98	784.33	589.7	784.33
12/1/08	138.33	362.04	423.34	503.93	530.83	667.01	497.98	760.38	575.08	760.38
12/2/08	133.7	354.21	411.38	480.46	513	640.95	495.29	735.85	546.29	735.85
12/3/08	133.62	366.98	420.48	487.02	509.32	628.75	508.84	739.71	531.2	739.71
12/4/08	131.43	342.42	413.41	487.72	499.04	614.84	490.36	734.44	534.85	734.44
12/5/08	134.33	344.2	420.29	508.84	505.75	622.45	508.01	754.28	550.25	754.28
12/8/08	144.89	387.75	465.51	550.32	545.78	671.63	546.15	795.46	595.35	795.46
12/9/08	145.2	385.82	469.49	564.2	546.42	668.57	542.85	787.73	593.25	787.73
12/10/08	150.73	411.68	493.85	578.52	572.72	682.81	569.24	809.26	621.39	809.26
12/11/08	151.93	416.46	502.68	574.19	584.11	694.35	578.09	806.16	621.78	806.16
12/12/08	144.38	397.63	486.26	557.53	559.17	661.08	514.07	787.91	590.92	787.91
12/15/08	151.43	446.96	526.07	596.89	586.58	694.26	543.81	807.06	623.18	807.06
12/16/08	151.35	444.47	520.54	600.93	591.38	685.68	551.93	815.67	639.92	815.67
12/17/08	152.62	433.29	512.32	603.73	590.8	684.53	569.03	830.44	646.48	830.44
12/18/08	153.24	434.65	509.7	607.51	593.33	674.08	567.08	845.8	648.17	845.8
12/19/08	154.1	437.48	508.57	599.72	596.56	688.07	565.22	841.26	649.15	841.26
12/22/08	153.98	441.18	516.47	597.02	601.82	688.36	564.07	829.13	647.72	829.13
12/23/08	148.93	417.94	501.2	577.76	589.12	659.7	542.61	831.49	618.33	831.49
12/24/08	147.02	405.67	485.05	575.83	576.63	649.47	528.54	828.82	610.82	828.82
12/26/08	145.81	401.63	472.48	569.57	572.72	645.34	529.63	819.8	600.41	819.8
12/29/08	145.72	409.66	470.82	570.05	564.9	647.99	528.74	819.14	601.77	819.14
12/30/08	146.35	412.56	474.85	578.97	575.31	648.34	526.72	822.08	608.56	822.08
1/2/09	151.15	438.72	510.15	593.91	603.02	680.83	533.64	822.37	628.67	822.37
1/5/09	153.83	450.81	508.3	603.07	610.56	689.42	574.72	813.69	635.51	813.69
1/6/09	156.79	451.24	526.15	616.75	616.48	715.4	581.1	819.81	640.95	819.81
1/7/09	161.36	471.42	543.08	643.53	625.57	737.63	595.85	816.1	666.57	816.1
1/8/09	157.76	467.91	539.89	628.08	606.64	723.38	582.01	807.05	647.71	807.05
1/9/09	154.17	454.13	533.04	610.16	600.06	704.34	558.87	804.49	638.06	804.49
1/12/09	151.01	431.33	504.22	585.93	589.31	693.76	543.88	806.09	624.65	806.09
1/13/09	152.45	436.55	520.26	586.75	599.24	699.94	558.62	805.45	627.59	805.45
1/14/09	154.5	447.81	524.36	593.05	608.43	708.2	579.2	807.47	643.91	807.47
1/15/09	145.05	413.56	479.63	552.49	574.25	659.55	536.53	783.38	599.74	783.38
1/16/09	148.03	425.15	491.45	560.46	591.81	683.88	544.87	800.58	605.58	800.58
1/19/09	150.02	429.58	513.71	565.24	596.09	710.9	545.48	802.2	614.08	802.2
1/20/09	146.55	426.78	496.43	551.86	583.27	693.15	524.02	789.35	603.75	789.35
1/21/09	143.29	414.59	486.1	541.83	572.94	675.72	503.5	787.39	596.14	787.39
1/22/09	145.11	419.64	481.38	544.59	586.58	669.85	518.27	797.37	597.38	797.37
1/23/09	141.75	412.42	472.29	526.53	578.42	644.15	502.41	795.89	585.96	795.89
1/28/09	151.04	440.43	504.86	551.55	602.85	691.58	544.53	819.94	626.65	819.94
1/29/09	152.29	443.59	503.64	565.25	607.76	698.63	551.29	814.06	639.7	814.06
1/30/09	151.33	446.17	507.85	560.95	606.68	696.04	554.31	801.85	635.25	801.85
2/2/09	149	444.1	512.4	554.92	601.87	690.35	532.21	785.47	631.95	785.47
2/3/09	151.42	455.11	516.91	562.68	608.5	705.73	545.87	782.36	642.82	782.36
2/4/09	155.99	464.83	535.42	590.75	625.24	737.4	552.28	784.79	669.55	784.79
2/5/09	154	445.23	525.12	587.48	619.29	729.03	531.87	781.49	659.22	781.49
2/6/09	158.9	456.07	545.6	606.78	635.09	751.67	547.99	798.84	675.28	798.84
2/9/09	157.7	462.58	541.71	600.63	634.05	738.21	549.85	802.76	670.48	802.76
2/10/09	156.84	468.43	538.64	594.49	633.71	731.68	549.13	796.78	669.92	796.78
2/11/09	155.26	469.68	542.4	584.43	635.72	728.29	538.3	782.98	666.07	782.98
2/12/09	153.66	459.31	531.25	580.13	633.68	726.78	516.78	785.85	660.22	785.85
2/13/09	155.19	468.02	541.18	588.25	639.3	737.59	525.09	791.93	667.33	791.93
2/16/09	152.66	467.91	522.23	573.2	642.15	729.28	511.08	783.46	656.46	783.46
2/17/09	146.6	439.31	488.65	546.92	618.14	704.15	484.64	760.16	631.26	760.16
2/18/09	144.21	437.12	480.29	537.39	612.59	704.29	468.19	754.35	619.65	754.35
2/19/09	143.6	430.51	475.77	537.37	605.86	704.28	468.93	745.56	617.87	745.56
2/20/09	138.31	405.52	433.71	515.65	586.77	681.9	446.8	733.39	598.79	733.39
2/23/09	142.78	417.9	455.42	530.03	600.17	706.18	460.6	749.73	619.37	749.73
2/24/09	137.82	398.23	428.22	507.28	581.74	685.03	442.73	741.73	600.53	741.73
2/25/09	138.65	377.94	425.14	502.78	582.38	695.05	443.28	754.11	602.91	754.11
2/26/09	136.98	368.67	418.51	496.73	575.23	677.6	442.98	746.56	596.25	746.56
2/27/09	138.07	379.4	418.78	505.5	575.52	683.83	460.22	737.63	601.71	737.63
3/2/09	132.47	361.26	391.94	478.32	545.25	660.4	436.33	719.3	577.77	719.3
3/3/09	133.78	358.21	403.58	476.49	543.51	675.96	433.74	713.36	591.01	713.36
3/4/09	138.21	376.24	434.6	494.17	563.5	699.61	448.14	725.4	606.7	725.4
3/5/09	138.25	366.05	418.55	500.59	563.82	701.86	436.65	733.45	605.6	733.45
3/6/09	137.83	362.08	415.96	498.74	564.86	716.44	423.34	734.6	608.26	734.6
3/9/09	140	370.54	424.27	507.35	571.76	736.07	428.52	734.23	619.1	734.23
3/10/09	142.73	388.57	441.23	522.25	585.02	726.35	465	745.53	621.65	745.53
3/11/09	147.6	400.23	456.63	543.01	601.77	745.53	488.31	766.97	633.99	766.97
3/12/09	148.02	393.28	455.21	547.09	601.14	748.76	485.56	770.62	634.53	770.62
3/13/09	147.29	393.09	454.17	546.72	598.05	751.49	479.6	764.9	636.29	764.9
